Title,Date
"12 Macacos: Temporada 2: Canção de ninar","18/10/2017"
"12 Macacos: Temporada 2: Fusão temporal","18/10/2017"
"12 Macacos: Temporada 2: Imortal","18/10/2017"
"Jack Reacher - O Último Tiro","17/10/2017"
"12 Macacos: Temporada 2: Corpos d'água","16/10/2017"
"12 Macacos: Temporada 2: Advento","16/10/2017"
"De Volta ao Jogo","16/10/2017"
"12 Macacos: Temporada 2: Cem anos","15/10/2017"
"12 Macacos: Temporada 2: Primordial","15/10/2017"
"12 Macacos: Temporada 2: O ano do macaco","14/10/2017"
"12 Macacos: Temporada 1: Invasão","14/10/2017"
"12 Macacos: Temporada 1: Paradoxo","13/10/2017"
"12 Macacos: Temporada 1: Shonin","13/10/2017"
"12 Macacos: Temporada 1: Manobra Divina","13/10/2017"
"12 Macacos: Temporada 1: Amanhã","13/10/2017"
"12 Macacos: Temporada 1: Ontem","12/10/2017"
"12 Macacos: Temporada 1: As Flóridas Keys","12/10/2017"
"12 Macacos: Temporada 1: A Floresta Vermelha","11/10/2017"
"12 Macacos: Temporada 1: A Sala Noturna","11/10/2017"
"12 Macacos: Temporada 1: Atari","11/10/2017"
"12 Macacos: Temporada 1: Complexo da Cassandra","09/10/2017"
"12 Macacos: Temporada 1: Mentalmente Divergente","09/10/2017"
"12 Macacos: Temporada 1: Fragmentação","08/10/2017"
"Invasão Alienígena","08/10/2017"
"The Expanse: Temporada 2: A guerra de Caliban","08/10/2017"
"The Expanse: Temporada 2: Monstros reais e imaginários","08/10/2017"
"The Expanse: Temporada 2: Aqui há dragões","08/10/2017"
"The Expanse: Temporada 2: Cascata","08/10/2017"
"The Expanse: Temporada 2: A Sonâmbula Chorona","08/10/2017"
"The Expanse: Temporada 2: A procura","08/10/2017"
"The Expanse: Temporada 2: O sétimo homem","08/10/2017"
"The Expanse: Temporada 2: Mudança de paradigma","08/10/2017"
"The Expanse: Temporada 2: Lar","08/10/2017"
"The Expanse: Temporada 2: Vá com Deus","08/10/2017"
"The Expanse: Temporada 2: A protomolécula","07/10/2017"
"The Expanse: Temporada 2: Portas e cantos","07/10/2017"
"The Expanse: Temporada 2: Seguro","07/10/2017"
"The Expanse: Temporada 1: O despertar do Leviatã","07/10/2017"
"The Expanse: Temporada 1: Massa crítica","07/10/2017"
"A vida é bela","06/10/2017"
"The Expanse: Temporada 1: Missão de resgate","06/10/2017"
"O Preço do Amanhã","05/10/2017"
"The Expanse: Temporada 1: Moinhos de vento","03/10/2017"
"The Expanse: Temporada 1: Fundo do poço","02/10/2017"
"The Expanse: Temporada 1: De volta à estação Anderson","02/10/2017"
"The Expanse: Temporada 1: Combate a curta distância","02/10/2017"
"The Expanse: Temporada 1: Lembrem-se da Canterbury","02/10/2017"
